id,dev_domain,gender,year_joined,hacktoberfest
927,DevOps,F,2019,Yes
928,Windows,M,2023,Yes
929,Windows,F,2011,No
930,Machine Learning,M,2017,No
931,IOS,F,2016,Yes
932,Machine Learning,Other,2015,No
933,Machine Learning,F,2021,No
934,Web,F,2011,Yes
935,Android,M,2019,Yes
936,Windows,F,2019,No
937,Web,F,2010,Yes
938,Web,M,2010,No
939,Cybersecurity,F,2009,Yes
940,Android,F,2017,Yes
941,Windows,F,2014,No
942,DevOps,F,2016,No
943,IOS,F,2021,Yes
944,Cloud,M,2009,No
945,Cybersecurity,M,2023,No
946,IOS,F,2010,Yes
947,IOS,Other,2009,No
948,Cloud,M,2021,Yes
949,Cybersecurity,F,2021,Yes
950,DevOps,F,2021,No
951,Machine Learning,M,2010,No
952,Cloud,M,2020,No
953,Web,F,2020,Yes
954,DevOps,F,2014,No
955,DevOps,F,2019,No
956,IOS,M,2022,No
957,DevOps,F,2008,Yes
958,IOS,M,2013,Yes
959,IOS,F,2013,Yes
960,Android,M,2020,No
961,IOS,F,2008,Yes
962,Cybersecurity,Other,2014,No
963,Machine Learning,M,2014,Yes
964,IOS,F,2012,Yes
965,Android,F,2008,Yes
966,Cloud,F,2021,Yes
967,DevOps,M,2009,No
968,DevOps,F,2021,Yes
969,Windows,F,2011,No
970,Windows,M,2016,No
971,Cloud,F,2018,Yes
972,DevOps,F,2019,No
973,Cybersecurity,M,2009,Yes
974,Machine Learning,Other,2016,No
975,Web,M,2016,No
976,Cloud,M,2017,Yes
977,Cloud,Other,2010,No
978,Cloud,M,2015,No
979,Cybersecurity,F,2011,Yes
980,Cloud,M,2011,No
981,Cybersecurity,F,2020,No
982,Android,F,2018,Yes
983,Windows,M,2008,Yes
984,Windows,M,2010,No
985,Windows,M,2012,No
986,Machine Learning,F,2021,Yes
987,Cloud,M,2015,No
988,Android,F,2010,Yes
989,DevOps,M,2022,Yes
990,Cloud,M,2009,No
991,Web,M,2016,No
992,Android,M,2011,No
993,Cybersecurity,F,2019,No
994,Windows,M,2018,Yes
995,Cybersecurity,F,2023,Yes
996,Cybersecurity,M,2014,Yes
997,Cloud,M,2019,No
998,Machine Learning,M,2013,Yes
999,DevOps,F,2022,Yes
1000,Android,F,2008,No
1001,Machine Learning,M,2008,No
1002,Cybersecurity,Other,2013,No
1003,Cloud,Other,2015,No
1004,Cloud,F,2013,No
1005,Web,M,2023,No
1006,Cybersecurity,M,2019,Yes
1007,Machine Learning,M,2016,Yes
1008,DevOps,F,2013,Yes
1009,Windows,F,2018,No
1010,Web,M,2018,Yes
1011,DevOps,F,2010,No
1012,IOS,M,2009,Yes
1013,Machine Learning,F,2012,Yes
1014,Android,F,2017,No
1015,Windows,F,2010,No
1016,Windows,M,2020,Yes
1017,Android,F,2022,No
1018,DevOps,F,2023,No
1019,DevOps,F,2023,Yes
1020,DevOps,M,2009,No
1021,Windows,M,2015,Yes
1022,Web,F,2015,Yes
1023,Cybersecurity,Other,2023,Yes
1024,Windows,M,2023,Yes
1025,Cybersecurity,M,2011,Yes
1026,Cloud,M,2022,No
1027,Machine Learning,F,2013,Yes
1028,DevOps,F,2020,No
1029,Windows,F,2011,Yes
1030,Cloud,F,2008,No
1031,DevOps,F,2021,Yes
1032,Machine Learning,F,2017,No
1033,IOS,M,2016,Yes
1034,IOS,F,2021,No
1035,Machine Learning,Other,2014,No
1036,Windows,M,2016,Yes
1037,Cloud,F,2013,No
1038,IOS,M,2021,No
1039,DevOps,F,2014,No
1040,Cybersecurity,F,2019,Yes
1041,Cybersecurity,F,2017,No
1042,Cloud,Other,2010,Yes
1043,Windows,M,2023,Yes
1044,Cybersecurity,F,2015,No
1045,Cloud,M,2023,Yes
1046,IOS,M,2008,Yes
1047,Cybersecurity,F,2009,No
1048,Machine Learning,M,2011,Yes
1049,Web,M,2012,Yes
1050,Android,F,2016,No
1051,DevOps,M,2020,Yes
1052,Web,M,2009,No
1053,Android,F,2018,No
1054,Cloud,M,2021,Yes
1055,Cybersecurity,F,2022,Yes
1056,Windows,F,2013,No
1057,Machine Learning,F,2012,Yes
1058,Cloud,F,2021,No
1059,Windows,M,2013,Yes
1060,Machine Learning,F,2012,Yes
1061,Machine Learning,F,2016,Yes
1062,DevOps,F,2019,Yes
1063,DevOps,M,2012,No
1064,Machine Learning,F,2011,Yes
1065,Cloud,F,2017,No
1066,Android,F,2013,Yes
1067,Cloud,F,2013,No
1068,IOS,F,2018,No
1069,IOS,M,2020,Yes
1070,Cybersecurity,Other,2012,No
1071,Windows,M,2019,No
1072,Android,F,2017,Yes
1073,Android,F,2014,Yes
1074,DevOps,F,2016,Yes
1075,Cybersecurity,M,2022,Yes
1076,Web,M,2023,Yes
1077,Web,F,2012,Yes
1078,Cybersecurity,Other,2012,Yes
1079,Windows,Other,2011,Yes
1080,IOS,F,2014,No
1081,Web,Other,2011,Yes
1082,Cybersecurity,F,2017,No
1083,Android,F,2011,Yes
1084,Cloud,M,2008,Yes
1085,Windows,M,2010,No
1086,Android,F,2016,Yes
1087,Cybersecurity,F,2014,Yes
1088,IOS,F,2014,Yes
1089,Windows,Other,2011,Yes
1090,Android,Other,2020,Yes
1091,Windows,M,2023,Yes
1092,DevOps,F,2023,Yes
1093,Cybersecurity,Other,2016,No
1094,DevOps,M,2018,Yes
1095,Web,M,2019,No
1096,Machine Learning,M,2023,No
1097,Machine Learning,F,2016,No
1098,DevOps,F,2008,Yes
1099,Cloud,M,2017,No
1100,Cybersecurity,F,2020,No
1101,Windows,Other,2011,Yes
1102,Windows,M,2015,Yes
1103,Cybersecurity,F,2011,No
1104,Android,M,2020,No
1105,Cloud,F,2020,No
1106,Windows,M,2010,No
1107,IOS,F,2019,Yes
1108,IOS,Other,2012,No
1109,Web,F,2021,Yes
1110,IOS,M,2014,No
1111,DevOps,F,2021,Yes
1112,Web,Other,2009,No
1113,Cybersecurity,M,2016,No
1114,Cloud,M,2011,Yes
1115,DevOps,M,2014,Yes
1116,Cybersecurity,F,2016,Yes
1117,Cloud,M,2011,No
1118,DevOps,F,2014,No
1119,Web,M,2009,No
1120,Windows,F,2018,Yes
1121,IOS,F,2016,No
1122,Web,M,2017,No
1123,Android,M,2017,No
1124,Android,F,2022,Yes
1125,Windows,F,2011,Yes
1126,Machine Learning,M,2015,Yes
1127,Machine Learning,F,2013,No
1128,IOS,F,2011,Yes
1129,Android,M,2019,Yes
1130,Windows,M,2019,No
1131,Windows,F,2018,Yes
1132,Cloud,F,2011,Yes
1133,Machine Learning,F,2012,No
1134,Android,F,2008,No
1135,Android,F,2020,Yes
1136,Android,F,2015,No
1137,DevOps,M,2023,No
1138,Android,F,2009,Yes
1139,Cloud,M,2022,No
1140,Android,F,2012,Yes
1141,Android,F,2021,Yes
1142,Machine Learning,Other,2008,No
1143,Android,F,2023,Yes
1144,Machine Learning,F,2010,Yes
1145,Windows,F,2016,No
1146,Web,F,2015,Yes
1147,Machine Learning,F,2009,Yes
1148,DevOps,M,2019,Yes
1149,Cybersecurity,F,2017,No
1150,DevOps,M,2009,No
1151,IOS,F,2010,Yes
1152,DevOps,M,2009,No
1153,IOS,M,2013,Yes
1154,Cybersecurity,F,2010,Yes
1155,Windows,F,2023,Yes
1156,DevOps,F,2010,No
1157,Web,F,2021,Yes
1158,DevOps,M,2019,No
1159,Cloud,M,2017,No
1160,DevOps,M,2023,No
1161,DevOps,F,2019,Yes
1162,Android,M,2008,No
1163,Android,Other,2016,Yes
1164,Android,Other,2014,No
1165,DevOps,M,2021,Yes
1166,Cybersecurity,M,2017,Yes
1167,Web,F,2021,No
1168,Web,M,2017,No
1169,IOS,M,2019,No
1170,IOS,M,2015,No
1171,DevOps,F,2023,Yes
1172,Windows,F,2018,No
1173,IOS,M,2021,Yes
1174,Windows,M,2016,Yes
1175,Cloud,Other,2008,Yes
1176,Cloud,M,2014,No
1177,IOS,F,2014,Yes
1178,IOS,Other,2016,Yes
1179,Windows,Other,2008,Yes
1180,Machine Learning,M,2016,No
1181,Web,M,2019,Yes
1182,Machine Learning,M,2014,No
1183,Cybersecurity,M,2017,No
1184,Android,M,2015,No
1185,IOS,F,2015,Yes
1186,Web,M,2011,No
1187,Cybersecurity,M,2016,Yes
1188,DevOps,F,2019,No
1189,Windows,F,2023,Yes
1190,Cloud,F,2014,No
1191,Windows,M,2014,No
1192,Cybersecurity,M,2021,No
1193,Machine Learning,M,2010,Yes
1194,IOS,M,2011,Yes
1195,Windows,M,2011,No
1196,Web,F,2010,Yes
1197,Web,F,2023,No
1198,Android,M,2020,Yes
1199,Windows,M,2013,No
1200,Cybersecurity,M,2018,Yes
1201,IOS,F,2014,No
1202,Cybersecurity,M,2017,No
1203,IOS,F,2020,No
1204,Cloud,M,2009,Yes
1205,Machine Learning,F,2008,Yes
1206,Cybersecurity,F,2015,No
1207,Web,M,2020,No
1208,Web,F,2011,Yes
1209,Cybersecurity,Other,2019,No
1210,Web,Other,2019,Yes
1211,DevOps,F,2009,Yes
1212,DevOps,M,2010,Yes
1213,Web,M,2016,No
1214,Cybersecurity,M,2011,No
1215,IOS,F,2022,Yes
1216,Cybersecurity,M,2009,No
1217,Machine Learning,F,2017,No
1218,Cybersecurity,F,2008,No
1219,Cybersecurity,M,2011,No
1220,Web,F,2019,Yes
1221,IOS,F,2022,No
1222,Cybersecurity,M,2013,No
1223,Machine Learning,F,2017,Yes
1224,Cybersecurity,M,2022,Yes
1225,IOS,F,2013,Yes
1226,Android,M,2011,Yes
1227,DevOps,M,2013,No
1228,Cloud,M,2012,No
1229,Windows,M,2022,No
1230,DevOps,F,2010,Yes
1231,Cybersecurity,M,2019,No
1232,Machine Learning,M,2014,No
1233,Cybersecurity,M,2008,No
1234,Cloud,M,2014,Yes
1235,Machine Learning,F,2021,Yes
1236,Cybersecurity,M,2010,Yes
1237,Machine Learning,Other,2023,Yes
1238,Cloud,M,2011,Yes
1239,Web,M,2013,Yes
1240,Android,F,2018,Yes
1241,Web,F,2017,No
1242,IOS,M,2011,No
1243,Windows,F,2015,No
1244,DevOps,F,2017,No
1245,Machine Learning,M,2018,No
1246,DevOps,F,2019,Yes
1247,Android,M,2021,No
1248,Windows,M,2008,Yes
1249,DevOps,M,2017,No
1250,Machine Learning,M,2013,Yes
1251,Windows,M,2016,No
1252,Web,M,2014,Yes
1253,Cloud,F,2020,Yes
1254,Cloud,Other,2008,No
1255,Cloud,F,2018,No
1256,Web,Other,2011,No
1257,Web,Other,2017,Yes
1258,DevOps,M,2008,Yes
1259,Cybersecurity,M,2016,No
1260,DevOps,M,2018,Yes
1261,DevOps,M,2020,No
1262,Android,F,2019,Yes
1263,IOS,M,2018,Yes
1264,DevOps,M,2019,No
1265,Machine Learning,Other,2016,Yes
1266,Machine Learning,M,2019,No
1267,Cybersecurity,F,2010,No
1268,Cybersecurity,F,2021,No
1269,Web,Other,2015,Yes
1270,Cloud,M,2021,No
1271,Cloud,M,2019,Yes
1272,DevOps,Other,2019,Yes
1273,Cybersecurity,M,2020,No
1274,Web,F,2016,Yes
1275,Cybersecurity,F,2008,Yes
1276,Windows,F,2020,Yes
1277,DevOps,F,2015,No
1278,Cloud,F,2009,No
1279,Windows,F,2009,No
1280,Web,M,2022,Yes
1281,Machine Learning,Other,2015,Yes
1282,Machine Learning,F,2019,Yes
1283,Cloud,M,2023,Yes
1284,Windows,M,2009,Yes
1285,Cloud,Other,2010,No
1286,Windows,F,2014,Yes
1287,DevOps,Other,2018,Yes
1288,Cybersecurity,F,2018,No
1289,Cloud,F,2023,Yes
1290,Cloud,Other,2014,No
1291,Windows,F,2019,No
1292,Web,M,2016,Yes
1293,Web,M,2016,Yes
1294,Cybersecurity,M,2014,Yes
1295,Windows,M,2020,Yes
1296,DevOps,F,2018,No
1297,Windows,M,2020,Yes
1298,Windows,M,2008,No
1299,Android,M,2014,Yes
1300,DevOps,Other,2019,No
1301,IOS,F,2012,Yes
1302,DevOps,F,2014,No
1303,IOS,F,2014,No
1304,Android,F,2013,Yes
1305,Android,Other,2023,No
1306,Cybersecurity,F,2023,Yes
1307,Cybersecurity,M,2018,No
1308,Web,F,2012,Yes
1309,IOS,M,2019,Yes
1310,IOS,F,2018,Yes
1311,Web,F,2015,No
1312,IOS,M,2021,Yes
1313,Android,Other,2013,No
1314,Cybersecurity,M,2010,Yes
1315,Web,Other,2010,No
1316,Android,M,2008,No
1317,Windows,M,2010,No
1318,Android,M,2017,No
1319,Cybersecurity,M,2023,Yes
1320,Web,M,2013,No
1321,DevOps,Other,2010,No
1322,Cloud,F,2011,Yes
1323,DevOps,M,2021,No
1324,Web,M,2020,Yes
1325,Cybersecurity,M,2012,Yes
1326,IOS,M,2014,Yes
1327,Windows,F,2018,Yes
1328,Android,F,2013,No
1329,Android,Other,2010,No
1330,Web,F,2020,No
1331,Web,Other,2023,No
1332,Web,M,2023,No
1333,Machine Learning,Other,2014,Yes
1334,DevOps,M,2023,No
1335,DevOps,M,2022,No
1336,Cybersecurity,M,2022,Yes
1337,Machine Learning,F,2016,Yes
1338,Android,M,2021,No
1339,Android,Other,2023,No
1340,DevOps,M,2023,Yes
1341,Machine Learning,M,2020,Yes
1342,Machine Learning,F,2009,Yes
1343,DevOps,F,2012,Yes
1344,IOS,F,2012,Yes
1345,DevOps,F,2018,No
1346,Machine Learning,F,2011,Yes
1347,Cybersecurity,M,2011,No
1348,Machine Learning,Other,2011,Yes
1349,Windows,Other,2018,Yes
1350,DevOps,F,2019,No
1351,IOS,M,2010,No
1352,DevOps,M,2015,Yes
1353,Cloud,F,2010,No
1354,IOS,F,2016,No
1355,Machine Learning,M,2014,Yes
1356,Cybersecurity,Other,2010,No
1357,Android,F,2021,Yes
1358,Cloud,F,2008,Yes
1359,Android,Other,2010,Yes
1360,Cloud,F,2011,No
1361,Android,F,2023,No
1362,Cybersecurity,M,2012,Yes
1363,Cybersecurity,F,2020,Yes
1364,Machine Learning,F,2017,No
1365,DevOps,M,2014,No
1366,Cloud,F,2009,No
1367,Windows,M,2014,Yes
1368,Machine Learning,Other,2012,No
1369,IOS,M,2023,Yes
1370,DevOps,M,2017,No
1371,IOS,F,2008,Yes
1372,Windows,Other,2017,No
1373,Windows,M,2014,Yes
1374,Cybersecurity,F,2017,No
1375,IOS,F,2017,Yes
1376,Windows,M,2020,No
1377,IOS,Other,2016,No
1378,Android,Other,2011,No
1379,Android,Other,2021,No
1380,DevOps,Other,2013,No
1381,Machine Learning,F,2020,No
1382,DevOps,Other,2011,No
1383,Web,M,2014,Yes
1384,Android,M,2019,Yes
1385,Windows,F,2013,Yes
1386,Cybersecurity,M,2019,No
1387,Android,M,2014,Yes
1388,Android,M,2011,No
1389,Cloud,Other,2014,Yes
1390,IOS,M,2017,No
1391,DevOps,M,2016,Yes
1392,Web,F,2019,Yes
1393,IOS,M,2010,No
1394,Web,M,2020,Yes
1395,Windows,F,2017,No
1396,Web,F,2017,No
1397,IOS,Other,2014,No
1398,Windows,Other,2023,Yes
1399,DevOps,M,2017,No
1400,DevOps,F,2016,No
1401,Machine Learning,Other,2014,Yes
1402,Android,M,2017,No
1403,Cybersecurity,Other,2023,No
1404,Windows,F,2009,Yes
1405,IOS,F,2012,Yes
1406,Web,M,2011,Yes
1407,Android,F,2018,No
1408,DevOps,M,2023,Yes
1409,Web,M,2013,No
1410,Windows,M,2010,Yes
1411,DevOps,M,2020,No
1412,Machine Learning,F,2023,Yes
1413,Machine Learning,F,2011,Yes
1414,DevOps,M,2013,No
1415,Android,M,2010,Yes
1416,Cloud,F,2022,No
1417,Cybersecurity,F,2017,Yes
1418,Android,M,2022,Yes
1419,Windows,F,2011,No
1420,Web,F,2018,Yes
1421,Cybersecurity,Other,2009,No
1422,DevOps,M,2009,Yes
1423,Android,M,2018,Yes
1424,DevOps,F,2014,Yes
1425,DevOps,Other,2017,Yes
1426,Cloud,F,2016,No
1427,Cloud,M,2009,Yes
1428,Web,M,2016,Yes
1429,Windows,M,2019,Yes
1430,DevOps,F,2009,Yes
1431,Windows,F,2011,Yes
1432,Machine Learning,F,2013,Yes
1433,IOS,M,2014,No
1434,Web,Other,2008,No
1435,Windows,Other,2011,Yes
1436,DevOps,M,2021,No
1437,Windows,Other,2009,No
1438,Machine Learning,F,2015,No
1439,Windows,Other,2016,Yes
1440,IOS,F,2013,Yes
1441,DevOps,F,2015,No
1442,Machine Learning,M,2012,No
1443,Windows,M,2016,Yes
1444,Cloud,M,2015,No
1445,Android,F,2021,Yes
1446,Web,Other,2021,Yes
1447,Android,F,2015,Yes
1448,Web,F,2011,Yes
1449,DevOps,M,2019,Yes
1450,DevOps,Other,2023,Yes
1451,Windows,M,2019,No
1452,Web,F,2016,No
1453,Machine Learning,F,2017,No
1454,Machine Learning,Other,2010,Yes
1455,Cybersecurity,M,2019,No
1456,Machine Learning,Other,2020,Yes
1457,Cybersecurity,F,2018,No
1458,Windows,F,2008,No
1459,Web,M,2020,Yes
1460,Cloud,Other,2010,No
1461,Cybersecurity,Other,2008,No
1462,Web,M,2018,No
1463,Android,F,2023,No
1464,Cloud,M,2017,No
1465,Cybersecurity,M,2018,No
1466,Windows,M,2008,Yes
1467,Cloud,Other,2022,Yes
1468,Android,F,2020,No
1469,DevOps,F,2013,Yes
1470,Web,F,2023,Yes
1471,Web,M,2023,Yes
1472,Windows,M,2012,No
1473,Machine Learning,M,2020,Yes
1474,Cloud,F,2010,Yes
1475,Windows,F,2015,No
1476,Web,M,2016,No
1477,IOS,M,2014,Yes
1478,Cloud,F,2011,No
1479,Web,M,2022,No
1480,Machine Learning,F,2023,Yes
1481,Web,Other,2018,Yes
1482,Android,Other,2021,No
1483,Web,F,2013,Yes
1484,Windows,M,2022,No
1485,Android,F,2021,No
1486,Android,M,2017,Yes
1487,Windows,M,2008,Yes
1488,Cybersecurity,F,2014,No
1489,Cloud,F,2009,Yes
1490,Machine Learning,M,2008,No
1491,Windows,M,2009,No
1492,Web,M,2023,No
1493,IOS,M,2010,No
1494,Web,M,2014,No
1495,Windows,M,2021,Yes
1496,DevOps,M,2014,No
1497,Android,F,2010,No
1498,DevOps,F,2014,Yes
1499,Cybersecurity,M,2014,Yes
1500,Android,F,2018,No
1501,IOS,F,2016,Yes
1502,Cybersecurity,M,2020,No
1503,Android,F,2019,Yes
1504,Machine Learning,M,2012,Yes
1505,Cybersecurity,M,2018,Yes
1506,DevOps,M,2010,Yes
1507,IOS,M,2009,No
1508,DevOps,F,2018,Yes
1509,Machine Learning,F,2014,Yes
1510,Cloud,M,2016,Yes
1511,DevOps,Other,2011,Yes
1512,DevOps,F,2018,No
1513,Windows,F,2023,Yes
1514,Web,M,2017,No
1515,Windows,F,2023,No
1516,IOS,F,2023,No
1517,Android,M,2010,Yes
1518,Web,M,2019,Yes
1519,Machine Learning,M,2011,Yes
1520,Web,F,2017,Yes
1521,Web,M,2018,No
1522,Android,F,2009,Yes
1523,Cloud,F,2010,No
1524,Android,F,2023,No
1525,Cloud,M,2018,No
1526,DevOps,F,2019,No
1527,DevOps,Other,2011,Yes
1528,Machine Learning,Other,2013,No
1529,IOS,Other,2008,Yes
1530,Android,M,2009,Yes
1531,Web,F,2013,Yes
1532,Cybersecurity,Other,2018,Yes
1533,Cloud,F,2017,No
1534,Cloud,F,2016,No
1535,IOS,M,2022,No
1536,Machine Learning,F,2022,Yes
1537,Windows,M,2020,Yes
1538,Android,Other,2021,No
1539,Machine Learning,F,2008,No
1540,Android,F,2021,Yes
1541,Cybersecurity,Other,2010,No
1542,Machine Learning,F,2020,Yes
1543,Machine Learning,F,2020,Yes
1544,IOS,F,2011,No
1545,Cloud,F,2018,Yes
1546,Cybersecurity,F,2020,Yes
1547,IOS,M,2020,No
1548,Cloud,Other,2016,Yes
1549,IOS,M,2018,No
1550,Machine Learning,M,2011,Yes
1551,Android,F,2018,No
1552,Web,F,2019,Yes
1553,Web,M,2008,Yes
1554,Machine Learning,F,2008,No
1555,Windows,M,2021,No
1556,Web,Other,2016,Yes
1557,Machine Learning,M,2011,Yes
1558,DevOps,M,2018,Yes
1559,Windows,F,2023,No
1560,Cybersecurity,M,2011,No
1561,Web,F,2019,No
1562,Android,F,2014,No
1563,Windows,M,2011,Yes
1564,Machine Learning,Other,2018,No
1565,Web,F,2022,Yes
1566,Android,F,2020,No
1567,Windows,Other,2021,No
1568,Machine Learning,M,2023,Yes
1569,DevOps,F,2016,No
1570,IOS,Other,2012,Yes
1571,Cybersecurity,F,2018,No
1572,IOS,Other,2013,Yes
1573,DevOps,Other,2021,Yes
1574,Android,M,2014,Yes
1575,Machine Learning,F,2018,Yes
1576,Cybersecurity,M,2019,No
1577,Machine Learning,Other,2015,No
1578,Cybersecurity,Other,2013,No
1579,Web,F,2014,Yes
1580,Cloud,M,2016,No
1581,Cloud,M,2011,Yes
1582,IOS,Other,2019,Yes
1583,Android,M,2019,No
1584,Machine Learning,M,2011,Yes
1585,Web,F,2022,Yes
1586,Machine Learning,M,2014,No
1587,Cybersecurity,F,2015,Yes
1588,Cloud,M,2017,Yes
1589,IOS,F,2011,Yes
1590,Machine Learning,M,2022,No
1591,Android,F,2011,No
1592,Machine Learning,M,2016,No
1593,DevOps,M,2019,No
1594,Cybersecurity,F,2017,Yes
1595,Windows,M,2013,No
1596,DevOps,F,2020,No
1597,DevOps,M,2015,No
1598,Windows,Other,2016,No
1599,IOS,Other,2013,No
1600,Web,Other,2016,Yes
1601,Web,M,2023,No
1602,Machine Learning,M,2014,Yes
1603,Web,F,2021,No
1604,Cybersecurity,F,2008,Yes
1605,Windows,F,2017,Yes
1606,Cloud,F,2010,Yes
1607,Cybersecurity,F,2017,Yes
1608,IOS,F,2018,No
1609,Cloud,F,2011,Yes
1610,Cloud,Other,2012,No
1611,Cybersecurity,F,2013,No
1612,Cybersecurity,M,2013,No
1613,IOS,M,2021,Yes
1614,Cloud,M,2012,No
1615,IOS,F,2017,Yes
1616,Cybersecurity,F,2016,No
1617,DevOps,F,2022,No
1618,Web,M,2021,Yes
1619,DevOps,M,2012,No
1620,Machine Learning,F,2017,No
1621,Windows,Other,2015,Yes
1622,DevOps,M,2009,No
1623,Machine Learning,F,2014,No
1624,Cybersecurity,M,2017,Yes
1625,Cloud,F,2014,Yes
1626,Machine Learning,F,2021,Yes
1627,Machine Learning,F,2014,No
1628,DevOps,Other,2023,Yes
1629,Cloud,F,2014,Yes
1630,Web,F,2019,Yes
1631,Windows,M,2017,No
1632,Cloud,M,2018,Yes
1633,Machine Learning,F,2009,No
1634,Android,M,2021,No
1635,Android,Other,2008,No
1636,Android,M,2022,Yes
1637,Windows,F,2009,No
1638,IOS,Other,2014,No
1639,Cloud,F,2014,No
1640,IOS,M,2019,Yes
1641,Machine Learning,F,2018,Yes
1642,Machine Learning,F,2017,Yes
1643,Machine Learning,F,2022,Yes
1644,Cybersecurity,M,2018,Yes
1645,Android,F,2018,Yes
1646,Cloud,F,2009,No
1647,Windows,M,2015,Yes
1648,Web,M,2015,No
1649,Windows,M,2011,Yes
1650,Web,M,2016,No
1651,IOS,Other,2011,Yes
1652,Windows,F,2017,Yes
1653,Windows,M,2008,No
1654,IOS,M,2012,Yes
1655,DevOps,F,2013,Yes
1656,Web,F,2023,No
1657,Android,M,2015,Yes
1658,Cybersecurity,Other,2009,Yes
1659,Web,Other,2022,No
1660,Web,Other,2023,No
1661,IOS,M,2023,No
1662,Android,F,2008,No
1663,DevOps,M,2020,Yes
1664,Windows,Other,2018,Yes
1665,DevOps,M,2016,Yes
1666,DevOps,F,2019,No
1667,Android,Other,2008,No
1668,Android,M,2013,No
1669,IOS,M,2023,Yes
1670,Windows,M,2016,Yes
1671,Cloud,M,2012,No
1672,Cloud,M,2016,No
1673,Cloud,F,2022,No
1674,Android,M,2015,No
1675,Machine Learning,M,2011,Yes
1676,Web,M,2013,Yes
1677,DevOps,M,2019,Yes
1678,Cloud,M,2010,Yes
1679,Windows,F,2011,No
1680,Android,Other,2018,Yes
1681,Web,F,2008,Yes
1682,Cybersecurity,F,2019,No
1683,IOS,M,2011,No
1684,DevOps,F,2016,No
1685,Web,F,2016,No
1686,Cloud,M,2008,Yes
1687,DevOps,M,2018,No
1688,Machine Learning,F,2014,No
1689,Windows,Other,2017,Yes
1690,IOS,F,2010,Yes
1691,DevOps,F,2014,Yes
1692,Web,F,2012,No
1693,DevOps,F,2022,No
1694,Windows,F,2020,No
1695,Cloud,F,2009,Yes
1696,Cloud,F,2009,Yes
1697,IOS,Other,2019,Yes
1698,DevOps,M,2021,No
1699,Android,M,2010,Yes
1700,Android,M,2008,No
1701,DevOps,M,2015,No
1702,Cybersecurity,F,2020,No
1703,Machine Learning,M,2018,No
1704,Windows,F,2020,No
1705,DevOps,M,2010,No
1706,Web,F,2019,Yes
1707,Web,F,2017,Yes
1708,DevOps,F,2022,No
1709,Machine Learning,F,2011,Yes
1710,Machine Learning,F,2017,Yes
1711,Machine Learning,M,2017,Yes
1712,Web,M,2009,No
1713,DevOps,Other,2013,Yes
1714,Windows,F,2023,Yes
1715,DevOps,F,2020,Yes
1716,Machine Learning,M,2015,No
1717,DevOps,F,2023,Yes
1718,IOS,Other,2013,No
1719,Android,Other,2021,No
1720,Windows,F,2012,No
1721,Cloud,M,2021,Yes
1722,Windows,F,2011,No
1723,DevOps,Other,2018,Yes
1724,Machine Learning,F,2009,Yes
1725,Android,M,2011,Yes
1726,Android,Other,2020,No
1727,Cloud,Other,2008,Yes
1728,IOS,F,2014,No
1729,Machine Learning,M,2015,Yes
1730,Windows,M,2017,No
1731,Cybersecurity,M,2023,Yes
1732,DevOps,M,2010,No
1733,IOS,F,2023,No
1734,Machine Learning,F,2012,Yes
1735,DevOps,M,2011,No
1736,Android,M,2010,Yes
1737,Machine Learning,M,2011,No
1738,Machine Learning,M,2023,Yes
1739,Android,F,2014,Yes
1740,Machine Learning,F,2010,No
1741,Web,M,2022,No
1742,Machine Learning,M,2015,No
1743,Android,F,2013,Yes
1744,Machine Learning,M,2013,Yes
1745,Cloud,M,2020,Yes
1746,Web,F,2011,Yes
1747,IOS,F,2018,Yes
1748,Cloud,M,2013,Yes
1749,Cloud,F,2009,Yes
1750,Cybersecurity,F,2020,Yes
1751,Web,F,2022,Yes
1752,DevOps,F,2010,No
1753,Android,M,2012,Yes
1754,DevOps,F,2015,No
1755,DevOps,M,2017,Yes
1756,Machine Learning,Other,2017,No
1757,Android,F,2009,Yes
1758,IOS,F,2021,Yes
1759,Windows,M,2010,Yes
1760,Web,M,2020,Yes
1761,Windows,M,2014,Yes
1762,IOS,F,2017,No
1763,Cybersecurity,M,2008,Yes
1764,Web,F,2020,Yes
1765,Windows,M,2019,No
1766,Machine Learning,Other,2017,Yes
1767,Machine Learning,Other,2016,Yes
1768,IOS,F,2008,Yes
1769,Cybersecurity,M,2018,Yes
1770,Cloud,M,2023,Yes
1771,Cybersecurity,Other,2016,No
1772,DevOps,F,2021,No
1773,IOS,M,2009,Yes
1774,Web,M,2022,Yes
1775,Cloud,M,2012,Yes
1776,Cybersecurity,F,2020,No
1777,Cloud,F,2015,No
1778,IOS,M,2022,Yes
1779,Web,M,2011,Yes
1780,Web,M,2018,No
1781,Machine Learning,M,2008,Yes
1782,Android,F,2012,No
1783,IOS,M,2009,No
1784,Android,F,2011,No
1785,Web,F,2022,No
1786,Windows,F,2016,Yes
1787,Android,Other,2018,No
1788,Cloud,M,2013,Yes
1789,Machine Learning,F,2010,Yes
1790,IOS,F,2009,No
1791,DevOps,M,2022,No
1792,DevOps,M,2008,Yes
1793,Web,Other,2008,No
1794,DevOps,M,2011,Yes
1795,DevOps,F,2010,Yes
1796,Web,M,2008,Yes
1797,Web,F,2021,No
1798,Web,Other,2011,Yes
1799,Web,M,2013,Yes
1800,Android,M,2010,Yes
1801,Cloud,M,2011,No
