id,page_type,year_established,country
1042,tvshow,2011,Malaysia
1043,company,2020,Cameroon
1044,company,2007,Swaziland
1045,tvshow,2020,Uzbekistan
1046,company,2020,Belarus
1047,government,2018,Gambia
1048,company,2021,Germany
1049,government,2011,Singapore
1050,government,2015,Equatorial Guinea
1051,company,2004,Oman
1052,company,2011,Chile
1053,government,2017,Slovenia
1054,company,2019,United States
1055,politician,2009,Ethiopia
1056,company,2011,Montenegro
1057,company,2006,Tunisia
1058,politician,2007,Namibia
1059,company,2015,Tuvalu
1060,politician,2022,Azerbaijan
1061,politician,2016,Mexico
1062,politician,2002,Comoros
1063,government,2010,Cuba
1064,government,2013,St Lucia
1065,government,2004,Liberia
1066,government,2020,United Kingdom
1067,government,2012,Tanzania
1068,government,2013,Honduras
1069,company,2004,Andorra
1070,tvshow,2002,Guyana
1071,government,2022,Guinea
1072,tvshow,2002,Austria
1073,company,2014,Venezuela
1074,company,2015,Somalia
1075,politician,2014,Togo
1076,politician,2017,United Arab Emirates
1077,politician,2016,Netherlands
1078,government,2011,United States
1079,government,2009,Kosovo
1080,company,2022,New Zealand
1081,company,2014,Monaco
1082,company,2023,Peru
1083,tvshow,2015,Panama
1084,government,2022,El Salvador
1085,government,2010,Morocco
1086,government,2008,Sao Tome & Principe
1087,government,2011,Luxembourg
1088,politician,2015,Dominican Republic
1089,politician,2012,Myanmar
1090,politician,2005,Iran
1091,company,2016,St Lucia
1092,tvshow,2007,United States
1093,government,2012,Benin
1094,government,2004,Vanuatu
1095,company,2013,Jordan
1096,government,2004,Tuvalu
1097,government,2003,Czech Republic
1098,company,2005,Ukraine
1099,tvshow,2004,Chile
1100,government,2019,Eritrea
1101,government,2012,Cuba
1102,company,2015,Luxembourg
1103,government,2013,Burkina
1104,company,2018,Syria
1105,government,2021,Israel
1106,company,2014,Lesotho
1107,government,2016,Lebanon
1108,government,2006,Mauritius
1109,politician,2009,Kyrgyzstan
1110,politician,2007,Macedonia
1111,politician,2010,Costa Rica
1112,government,2016,Malaysia
1113,company,2013,Czech Republic
1114,government,2014,South Africa
1115,tvshow,2006,Central African Rep
1116,company,2015,Latvia
1117,politician,2019,St Lucia
1118,tvshow,2017,Sweden
1119,government,2006,Mauritania
1120,politician,2008,Korea North
1121,politician,2010,Dominican Republic
1122,politician,2008,Suriname
1123,government,2016,Singapore
1124,government,2003,Benin
1125,government,2016,Comoros
1126,tvshow,2003,Colombia
1127,politician,2018,Seychelles
1128,tvshow,2013,Sweden
1129,company,2021,Norway
1130,politician,2014,Nicaragua
1131,tvshow,2009,Bhutan
1132,politician,2020,Nauru
1133,tvshow,2018,Zambia
1134,company,2002,Brunei
1135,politician,2020,Malta
1136,politician,2023,Senegal
1137,government,2017,Algeria
1138,politician,2003,Romania
1139,tvshow,2018,Cameroon
1140,tvshow,2011,Zambia
1141,government,2010,South Sudan
1142,politician,2021,United Kingdom
1143,company,2011,Liechtenstein
1144,company,2008,Switzerland
1145,government,2015,Tajikistan
1146,government,2011,Djibouti
1147,company,2020,Grenada
1148,tvshow,2023,Madagascar
1149,politician,2004,Bulgaria
1150,politician,2008,Bosnia Herzegovina
1151,politician,2010,Paraguay
1152,company,2013,El Salvador
1153,politician,2011,Kazakhstan
1154,politician,2002,Austria
1155,government,2020,San Marino
1156,company,2014,Croatia
1157,company,2015,Bhutan
1158,government,2007,Ecuador
1159,tvshow,2013,Guinea
1160,company,2005,Vietnam
1161,government,2016,Armenia
1162,company,2021,Uganda
1163,company,2005,United Arab Emirates
1164,politician,2016,Ireland
1165,politician,2009,Cuba
1166,tvshow,2017,India
1167,company,2007,Syria
1168,politician,2010,Lebanon
1169,government,2002,Azerbaijan
1170,company,2016,Armenia
1171,politician,2003,Luxembourg
1172,tvshow,2020,Micronesia
1173,company,2014,Vietnam
1174,tvshow,2020,China
1175,company,2010,Mongolia
1176,company,2013,Guinea-Bissau
1177,tvshow,2019,Philippines
1178,tvshow,2020,Singapore
1179,government,2002,Singapore
1180,politician,2010,Maldives
1181,politician,2022,Serbia
1182,tvshow,2009,Eritrea
1183,tvshow,2011,Spain
1184,company,2012,Tunisia
1185,tvshow,2014,Vatican City
1186,politician,2015,Germany
1187,government,2002,Ethiopia
1188,politician,2004,Hungary
1189,government,2017,Argentina
1190,company,2014,Egypt
1191,tvshow,2002,Colombia
1192,government,2014,Sao Tome & Principe
1193,politician,2007,Syria
1194,government,2006,Serbia
1195,government,2014,Norway
1196,government,2004,Sudan
1197,government,2011,Tunisia
1198,government,2020,Qatar
1199,politician,2009,Tuvalu
1200,government,2017,Afghanistan
1201,government,2015,Laos
1202,politician,2013,Latvia
1203,politician,2021,Indonesia
1204,government,2018,Taiwan
1205,government,2010,Serbia
1206,company,2014,Nauru
1207,government,2007,Moldova
1208,politician,2006,Liberia
1209,government,2020,Bahrain
1210,company,2003,Kyrgyzstan
1211,tvshow,2021,Macedonia
1212,tvshow,2009,Korea North
1213,company,2021,Turkey
1214,company,2012,Cameroon
1215,government,2017,Brunei
1216,tvshow,2012,Thailand
1217,company,2010,Nigeria
1218,tvshow,2023,Uruguay
1219,politician,2006,Congo
1220,company,2006,Uzbekistan
1221,government,2006,Antigua & Deps
1222,tvshow,2012,Poland
1223,politician,2010,Barbados
1224,politician,2004,Latvia
1225,company,2006,Chad
1226,politician,2009,Burundi
1227,government,2020,New Zealand
1228,politician,2006,Canada
1229,politician,2008,New Zealand
1230,tvshow,2010,Tanzania
1231,government,2018,Nigeria
1232,tvshow,2003,Senegal
1233,tvshow,2020,Albania
1234,politician,2015,Nepal
1235,company,2007,Uganda
1236,politician,2008,Vatican City
1237,company,2013,Israel
1238,politician,2004,Sierra Leone
1239,tvshow,2016,Vietnam
1240,government,2004,East Timor
1241,company,2021,Antigua & Deps
1242,government,2017,Haiti
1243,government,2010,Togo
1244,company,2008,Namibia
1245,government,2003,Thailand
1246,government,2021,Uruguay
1247,government,2006,Comoros
1248,government,2015,Jamaica
1249,company,2003,Barbados
1250,company,2007,Seychelles
1251,company,2022,Bhutan
1252,politician,2012,Georgia
1253,company,2014,Canada
1254,company,2005,Russian Federation
1255,company,2008,Papua New Guinea
1256,government,2023,St Lucia
1257,politician,2006,United Arab Emirates
1258,company,2011,Yemen
1259,tvshow,2021,Kuwait
1260,tvshow,2022,Jordan
1261,politician,2013,Ivory Coast
1262,government,2011,Nigeria
1263,government,2009,Croatia
1264,company,2019,Niger
1265,company,2015,Vietnam
1266,politician,2006,Myanmar
1267,politician,2013,Laos
1268,company,2022,Ukraine
1269,government,2016,Azerbaijan
1270,politician,2013,Senegal
1271,government,2009,Croatia
1272,tvshow,2011,Pakistan
1273,government,2014,Marshall Islands
1274,company,2003,Maldives
1275,politician,2022,Venezuela
1276,company,2019,Vatican City
1277,company,2020,Spain
1278,government,2021,Eritrea
1279,government,2023,Latvia
1280,politician,2015,Grenada
1281,company,2020,Romania
1282,government,2003,Mongolia
1283,government,2023,Albania
1284,politician,2008,Luxembourg
1285,politician,2007,Marshall Islands
1286,government,2016,Central African Rep
1287,politician,2019,Colombia
1288,company,2011,Ghana
1289,government,2010,South Sudan
1290,government,2015,Marshall Islands
1291,tvshow,2018,United Kingdom
1292,government,2007,Oman
1293,politician,2017,Costa Rica
1294,tvshow,2015,New Zealand
1295,government,2011,Equatorial Guinea
1296,tvshow,2009,Sri Lanka
1297,company,2007,Spain
1298,company,2004,Switzerland
1299,politician,2011,Cambodia
1300,company,2006,Myanmar
1301,company,2008,Syria
1302,tvshow,2019,Haiti
1303,politician,2013,Pakistan
1304,politician,2020,Rwanda
1305,company,2017,Botswana
1306,government,2010,Vatican City
1307,company,2021,Iceland
1308,company,2003,Djibouti
1309,government,2021,Samoa
1310,company,2003,South Sudan
1311,government,2005,Uzbekistan
1312,politician,2023,Philippines
1313,government,2002,Thailand
1314,tvshow,2002,Finland
1315,tvshow,2013,Bolivia
1316,government,2013,Burundi
1317,company,2002,Bhutan
1318,politician,2008,Haiti
1319,politician,2006,Equatorial Guinea
1320,politician,2007,Marshall Islands
1321,company,2004,Brunei
1322,company,2022,Qatar
1323,tvshow,2016,Zambia
1324,government,2020,Yemen
1325,government,2005,France
1326,politician,2010,Montenegro
1327,government,2008,Portugal
1328,government,2016,Burundi
1329,government,2018,Mongolia
1330,government,2003,South Sudan
1331,government,2016,Liechtenstein
1332,company,2011,Tonga
1333,company,2020,Congo 
1334,government,2019,Eritrea
1335,company,2021,Marshall Islands
1336,company,2009,Yemen
1337,government,2023,Kuwait
1338,politician,2003,United States
1339,government,2016,Argentina
1340,tvshow,2012,Hungary
1341,politician,2020,Monaco
1342,politician,2005,Indonesia
1343,politician,2021,Niger
1344,politician,2013,Ecuador
1345,government,2020,Singapore
1346,company,2011,Armenia
1347,government,2020,Afghanistan
1348,politician,2020,Cape Verde
1349,government,2017,Suriname
1350,politician,2021,Namibia
1351,government,2017,Dominica
1352,company,2020,Guatemala
1353,tvshow,2005,Vatican City
1354,tvshow,2023,Malawi
1355,government,2015,Portugal
1356,politician,2002,Mozambique
1357,politician,2008,Bahamas
1358,company,2013,Slovenia
1359,politician,2013,Korea North
1360,government,2018,New Zealand
1361,company,2018,Germany
1362,company,2023,Chile
1363,politician,2013,Cape Verde
1364,government,2006,Trinidad & Tobago
1365,tvshow,2004,Rwanda
1366,government,2002,Switzerland
1367,government,2015,Turkey
1368,government,2016,Tonga
1369,company,2007,Turkmenistan
1370,company,2013,Guinea-Bissau
1371,politician,2012,Belarus
1372,government,2017,Ethiopia
1373,government,2016,Syria
1374,company,2005,Guinea-Bissau
1375,government,2003,United States
1376,politician,2021,Namibia
1377,politician,2006,Togo
1378,tvshow,2012,Gabon
1379,government,2004,South Africa
1380,company,2022,Kenya
1381,government,2014,Czech Republic
1382,politician,2018,Belgium
1383,tvshow,2021,Uruguay
1384,company,2006,Bulgaria
1385,government,2022,Nepal
1386,politician,2005,Algeria
1387,government,2013,Mauritania
1388,government,2005,Papua New Guinea
1389,government,2005,Russian Federation
1390,government,2020,Laos
1391,government,2019,Peru
1392,government,2011,Norway
1393,company,2013,Cameroon
1394,tvshow,2021,Kenya
1395,government,2012,Italy
1396,politician,2019,Venezuela
1397,government,2004,Gabon
1398,government,2013,United Arab Emirates
1399,company,2022,Guinea
1400,politician,2009,Vietnam
1401,politician,2006,Iran
1402,tvshow,2003,Malta
1403,tvshow,2008,Belarus
1404,company,2021,Costa Rica
1405,tvshow,2022,Mongolia
1406,government,2019,Zambia
1407,company,2007,Micronesia
1408,politician,2023,Cameroon
1409,tvshow,2021,Vatican City
1410,company,2021,Tajikistan
1411,politician,2005,Georgia
1412,company,2017,Egypt
1413,politician,2021,Ethiopia
1414,government,2019,Argentina
1415,government,2011,Cameroon
1416,politician,2020,Ivory Coast
1417,company,2019,Oman
1418,tvshow,2009,Jamaica
1419,tvshow,2005,Malta
1420,politician,2013,Armenia
1421,government,2003,Kiribati
1422,politician,2010,Belgium
1423,tvshow,2010,Liechtenstein
1424,tvshow,2014,Micronesia
1425,politician,2016,Barbados
1426,government,2022,Indonesia
1427,politician,2017,Suriname
1428,government,2005,Central African Rep
1429,tvshow,2007,Serbia
1430,government,2019,Benin
1431,government,2005,East Timor
1432,government,2002,Mauritania
1433,tvshow,2009,Mongolia
1434,tvshow,2022,Honduras
1435,politician,2008,Lithuania
1436,company,2020,Myanmar
1437,government,2021,Equatorial Guinea
1438,politician,2002,Cuba
1439,politician,2021,Uruguay
1440,politician,2019,Egypt
1441,company,2003,Ivory Coast
1442,company,2022,Tonga
1443,politician,2005,Zimbabwe
1444,tvshow,2016,Georgia
1445,company,2013,Nepal
1446,tvshow,2018,Solomon Islands
1447,tvshow,2012,Bulgaria
1448,politician,2021,Belize
1449,company,2012,Romania
1450,government,2003,Ecuador
1451,company,2017,Montenegro
1452,government,2004,Grenada
1453,company,2014,Angola
1454,government,2018,Italy
1455,company,2023,Indonesia
1456,company,2019,Somalia
1457,tvshow,2023,Ethiopia
1458,government,2003,Kazakhstan
1459,politician,2009,Latvia
1460,government,2006,Kiribati
1461,politician,2015,Sierra Leone
1462,company,2004,Philippines
1463,government,2022,Libya
1464,politician,2010,Tanzania
1465,tvshow,2011,Mongolia
1466,government,2015,Cape Verde
1467,politician,2016,Botswana
1468,company,2007,Libya
1469,tvshow,2013,United States
1470,politician,2022,Central African Rep
1471,tvshow,2011,Comoros
1472,company,2006,Kiribati
1473,company,2013,Samoa
1474,government,2006,Turkmenistan
1475,tvshow,2018,Malta
1476,company,2021,Taiwan
1477,company,2020,Mexico
1478,government,2007,Cyprus
1479,tvshow,2008,East Timor
1480,politician,2012,Laos
1481,politician,2002,Tanzania
1482,government,2002,Marshall Islands
1483,politician,2018,Chad
1484,tvshow,2019,Malawi
1485,tvshow,2022,Brazil
1486,company,2016,Liechtenstein
1487,government,2008,Peru
1488,politician,2010,Bangladesh
1489,company,2005,Honduras
1490,politician,2003,Liberia
1491,tvshow,2007,Comoros
1492,politician,2015,Hungary
1493,politician,2009,Macedonia
1494,government,2010,Belarus
1495,company,2019,Liechtenstein
1496,tvshow,2008,Greece
1497,company,2008,Malta
1498,company,2022,Macedonia
1499,politician,2006,Norway
1500,government,2012,Austria
1501,government,2010,China
1502,government,2007,Iceland
1503,government,2012,El Salvador
1504,tvshow,2017,Paraguay
1505,company,2008,Monaco
1506,company,2013,Colombia
1507,government,2018,Bahamas
1508,government,2007,Moldova
1509,politician,2017,Kazakhstan
1510,politician,2012,Monaco
1511,company,2008,Nigeria
1512,government,2010,Israel
1513,company,2014,Philippines
1514,company,2018,Zimbabwe
1515,tvshow,2020,Ukraine
1516,government,2012,Mexico
1517,tvshow,2011,Libya
1518,government,2004,Estonia
1519,company,2019,Congo 
1520,government,2022,Lebanon
1521,company,2002,Iceland
1522,government,2015,Kiribati
1523,tvshow,2009,Swaziland
1524,politician,2021,Portugal
1525,politician,2004,Guinea
1526,politician,2018,Solomon Islands
1527,politician,2004,Jamaica
1528,company,2021,Dominica
1529,company,2017,Czech Republic
1530,government,2012,New Zealand
1531,government,2007,Haiti
1532,politician,2022,Ukraine
1533,company,2010,Myanmar
1534,tvshow,2019,India
1535,government,2003,Bahamas
1536,company,2022,Samoa
1537,company,2008,Mauritania
1538,government,2008,Kenya
1539,company,2008,Liechtenstein
1540,politician,2003,Bahamas
1541,tvshow,2017,Netherlands
1542,politician,2011,Suriname
1543,politician,2005,Ghana
1544,company,2022,Mauritania
1545,government,2019,Albania
1546,tvshow,2021,Kosovo
1547,tvshow,2021,Norway
1548,politician,2006,Tanzania
1549,government,2004,Jamaica
1550,company,2002,Slovakia
1551,company,2015,Monaco
1552,company,2003,South Sudan
1553,government,2020,Iran
1554,company,2021,Slovakia
1555,politician,2010,Cambodia
1556,politician,2009,Libya
1557,government,2014,Dominica
1558,tvshow,2006,Japan
1559,politician,2008,Luxembourg
1560,government,2014,Kiribati
1561,politician,2011,Macedonia
1562,tvshow,2004,Nigeria
1563,company,2015,Panama
1564,company,2012,China
1565,politician,2013,Iceland
1566,company,2010,Georgia
1567,company,2013,Dominica
1568,government,2008,Mozambique
1569,politician,2015,Afghanistan
1570,company,2008,Sudan
1571,government,2003,Sweden
1572,politician,2008,Taiwan
1573,government,2015,India
1574,government,2020,Colombia
1575,politician,2006,Korea South
1576,tvshow,2019,Ecuador
1577,company,2020,Ivory Coast
1578,company,2009,Kiribati
1579,politician,2021,Maldives
1580,company,2011,Slovenia
1581,company,2016,Jamaica
1582,politician,2006,Marshall Islands
1583,government,2008,Romania
1584,government,2020,Spain
1585,tvshow,2003,Senegal
1586,government,2013,Uganda
1587,politician,2011,Jamaica
1588,government,2015,Nicaragua
1589,company,2022,Comoros
1590,politician,2017,Andorra
1591,government,2023,Ivory Coast
1592,politician,2011,Uzbekistan
1593,politician,2011,Greece
1594,government,2022,Eritrea
1595,government,2017,Nepal
1596,company,2002,Guinea-Bissau
1597,politician,2014,Hungary
1598,politician,2019,Austria
1599,government,2013,Iran
1600,government,2012,Georgia
1601,politician,2022,Cuba
1602,politician,2005,Maldives
